id,filename,sha256,canonical_path
33d096b2-64f0-491e-b0a0-6a29289f7088,hair/male/hair_3.png,72fcf91ab1a15b717f32e355ba99f8ff45685170ded44d61068d07fca5efef08,hair/female/hair_3.png
505538a0-2794-4a3a-9bd9-7b3fa7eeeaac,hair/male/hair_2.png,74f4b580c492ea8dfb7aff5944f902df36f16db95f1ceebe1c5686a2984d099a,hair/female/hair_2.png
3e6668cc-7292-4b8a-9dca-8375541e97ff,makeup/male/ahumado_morado.png,7a4c1916852b9198211b3c3856e970413eb17357a13a0cd483accf0b39a6c3d8,makeup/female/ahumado_morado.png
ab2b5b5c-dbc8-4d6e-8a94-e795a88064a7,accessories/male/manilla_2.png,83ad56efa9cfbdca50307794468b3849b92b220a3a364daf7bf4a1d575184bbc,accessories/female/manilla_2.png
7f4d4370-7e1b-4f00-9586-aa90abd92dcf,base/base-woman/167 sin título_20250922233650.png,849891404a60a72c5e1a0b1425008844e46761489e6014109690eda02406d0e9,base/167 sin título_20250922233650.png
8ebd4dd3-57be-431e-9ecb-716fb880fb4a,accessories/male/manilla_1.png,85f4afaf4422993a73e4a5f446537b875e356b5772e0cfe5595ac4f8aa1a7ed8,accessories/unisex/manilla_1.png
ebadd63e-871f-4e94-9670-0c0f18cd8f6f,base/base-man/167 sin título_20250923002615.png,8d0a96189f3c1df39d4f6239539efe9f63143cd01ac9bd550953f6afee8ceac1,base/167 sin título_20250923002615.png
cbde513e-4abd-49bd-b6cd-d07c97faf351,accessories/male/moño.png,b371c176f3a9251ff3b411edaa641fee824b120cd0dbed1b2566c8847328dc45,accessories/female/moño.png
9256b269-f830-4e84-a28f-8bc83438d5a3,accessories/male/collar_1.png,ba2ebf74473e1140f35b3a0a3151be0e075c5c77335380964993db6efee64f4b,accessories/female/collar_1.png
f79b34ff-b7b0-4d5a-8390-0dbd190daa1c,mouth/male/boca_3.png,cd936925b5adfb4a637ab21755f1bf08bc54f6ef90a0a47e613dafe26eeb201f,mouth/female/boca_3.png
179df9fa-8457-4141-9474-b285c3600d2e,makeup/male/rubor.png,d332599c87056c06a5684ee4c5f0722d5064a374df73da767fc7d85373b13a8e,makeup/female/rubor.png
abc6a643-6c70-42bc-b251-b51c34992281,base/base-woman/167 sin título_20250923002534.png,e9b8bcd0fee5c739cd929fde8b2fa4c56f69379e5e02b9eb5869d04a4f41147a,base/167 sin título_20250923002534.png
e9291e28-0641-48e4-8e77-c6e92da81df6,accessories/male/gafas_2.png,f6a9ee0e5954024b331a0abe45c7a89787a08e8566434a526288d6d7b951b196,accessories/female/gafas_2.png
0e709238-145c-4cef-8c5e-fc73ae1eedf2,eyes/male/ojos_6.png,fcb56494cc3db0e3c83d6690e899211070b599a0b6d20a08837157887bdd60ee,eyes/female/ojos_6.png
e64239a9-c074-455d-9469-8407301d89c2,accessories/unisex/collar_1.png,c0ab1a74636dec5466d849dd6c0ab8d4e315c1e9f1884a7aa628ee4a43f04a7f,
f5ab8e64-5288-421c-9cf9-bc54e6d7d9d2,accessories/unisex/gafas_2.png,bfbfe73f81260789b37e1a15180530c46abe3fab224c45666f790c8fc16711d9,
8dd161b9-3841-4bc4-946d-af8b7a200923,accessories/unisex/moño.png,3c390fc6ed33b27d3231e58d145f0d31b7665952de9067cb039d7bd9edf94d1d,
c7bd7c7f-34b6-4cda-bdd9-f27811fd50ed,accessories/unisex/orejas_gato.png,c437c6f309a55dab4648db3a6c788c331063bb8298e5abec935b85458b454361,
d744bd36-e242-4498-87ec-4d32dd0c0480,eyes/unisex/ojos_4.png,8121a11b46e934a466cb7bd08437552b26c8d25b248f2ecc442583be02124d73,
257b058b-044a-4f22-930d-3e405b97efff,eyes/unisex/ojos_5.png,8041dd9f051088e9519d3333cc20f463f0060c029e65e5c5711d588c6747ec55,
267cfa5e-b1e9-4365-97fa-f0c8db5a9b94,eyes/unisex/ojos_6.png,d453e47e85cc57d2d122ff3077d65a9043959b7bd49c11e3837512e077bde411,
da7c1d0b-25c5-4568-85d2-17cef1fb7b56,makeup/unisex/ahumado_morado.png,647445cadd7f099c4d01ebf6e14cfacb8c072a4b09377eaaa2eb48198ad6fafa,
d53c1d2f-c101-4a9b-98be-8e18d5b3f38f,makeup/unisex/ahumado_negro.png,b3a0808a117287d8cfed3ebed4844ed6def7642c8ea2822c81c3bded012ee810,
7b068a5c-4a45-4f7f-b30b-e48f69315cb2,makeup/unisex/remolino_rubor.png,e6d940968373c31c4081e40e28b9a3aacb546f091ecced66e43c7f62a500afd0,
a384c648-ef92-4d21-9419-655a771a9268,makeup/unisex/rubor.png,b8da8e79d7e641c639d64d7d86fc6e4748b96f38738182aa7ef339c97aeb14c9,
d5bff0fc-fa00-4989-ae47-3d9516d3d5f8,mouth/unisex/boca_3.png,1b6ddd84355be97d89223712f44dba624abfac53b37c7f114026d7d637c25be3,
db7c41da-58a3-441b-9b53-448eeffc2f0b,hair/male/hair_4.png,a6bd682204aba36a1796e62ad3af160ccf58116e5a2b8a7b1b4a87ea9e071a48,hair/female/hair_4.png
